Title,Steam_id,has_achievements,completed_achievements,total_achievements,English_rating,Date_published,Total_number_of_reviews,Publisher,keys,count_main,time_main,count_complete,time_complete,Genres
doki doki literature club,698780,N,,,Overwhelmingly Positive,2017-09-22,223734,Team Salvato,,,,,,Violent
doki doki literature club,698780,N,,,Overwhelmingly Positive,2017-09-22,223734,Team Salvato,,,,,,Sexual Content
doki doki literature club,698780,N,,,Overwhelmingly Positive,2017-09-22,223734,Team Salvato,,,,,,Indie
doki doki literature club,698780,N,,,Overwhelmingly Positive,2017-09-22,223734,Team Salvato,,,,,,First-Person
doki doki literature club,698780,N,,,Overwhelmingly Positive,2017-09-22,223734,Team Salvato,,,,,,Memes
doki doki literature club,698780,N,,,Overwhelmingly Positive,2017-09-22,223734,Team Salvato,,,,,,Casual
doki doki literature club,698780,N,,,Overwhelmingly Positive,2017-09-22,223734,Team Salvato,,,,,,Adventure
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Survival
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Open World Survival Craft
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Crafting
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Adventure
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Indie
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Sandbox
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Singleplayer
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Perma Death
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Multiplayer
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Open World
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Exploration
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Roguelike
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Replay Value
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Moddable
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Difficult
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Simulation
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,2D
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Top-Down
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Survival Horror
don't starve,219740,N,,,Overwhelmingly Positive,2013-04-23,96641,Klei Entertainment,70.0,45,1718,11,10930,Horror
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Survival
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Open World Survival Craft
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Multiplayer
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Co-op
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Open World
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Adventure
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Crafting
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Online Co-Op
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Sandbox
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Difficult
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Indie
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,2D
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Atmospheric
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Survival Horror
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Funny
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Strategy
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Horror
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Singleplayer
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Action
don't starve together,322330,N,,,Overwhelmingly Positive,2016-04-21,372459,Klei Entertainment,71.0,29,2055,9,12529,Roguelike
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,FPS
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Gore
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Action
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Shooter
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Great Soundtrack
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Demons
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,First-Person
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Multiplayer
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Fast-Paced
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Singleplayer
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Sci-fi
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Horror
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Atmospheric
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Classic
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Difficult
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Remake
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Zombies
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Violent
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Co-op
doom,379720,Y,0,54,Overwhelmingly Positive,2016-05-12,153518,Bethesda Softworks,72.0,3500,708,696,1754,Boomer Shooter
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Free to Play
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Comedy
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,First-Person
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Indie
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Walking Simulator
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Funny
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Short
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Singleplayer
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Heist
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Stealth
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Story Rich
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Experimental
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Adventure
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Casual
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Atmospheric
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Satire
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Puzzle
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Action
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Psychological Horror
dr langeskov the tiger and the terribly cursed emerald a whirlwind heist,409160,Y,3,6,Very Positive,2015-12-04,10141,Crows Crows Crows,,,,,,Horror
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,RPG
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Open World
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Character Customization
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Fantasy
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Action
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Adventure
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Singleplayer
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Action RPG
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Dragons
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Dark Fantasy
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Third Person
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Magic
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Exploration
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Atmospheric
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Great Soundtrack
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Story Rich
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Difficult
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Multiplayer
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,JRPG
dragon's dogma dark arisen,367500,Y,0,59,Very Positive,2016-01-15,37198,Capcom,73.0,387,1993,156,7175,Hack and Slash
driver booster for steam,920490,N,,,Mostly Positive,2018-11-01,10571,IObit,,,,,,Utilities
driver booster for steam,920490,N,,,Mostly Positive,2018-11-01,10571,IObit,,,,,,Software
driver booster for steam,920490,N,,,Mostly Positive,2018-11-01,10571,IObit,,,,,,Free to Play
driver booster for steam,920490,N,,,Mostly Positive,2018-11-01,10571,IObit,,,,,,Psychological Horror
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Point & Click
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Adventure
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,2D
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Great Soundtrack
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Pixel Graphics
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Indie
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Surreal
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Story Rich
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Cute
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Singleplayer
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Atmospheric
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Puzzle
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Dark
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Open World
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Casual
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Psychedelic
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Survival Horror
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Colorful
dropsy,274350,Y,0,30,Very Positive,2015-09-10,1614,Devolver Digital,74.0,46,271,41,439,Cartoony
ducati 90th anniversary,456780,Y,0,22,Mostly Positive,2016-06-09,207,Milestone S.r.l.,75.0,6,633,3,1092,Motorbike
ducati 90th anniversary,456780,Y,0,22,Mostly Positive,2016-06-09,207,Milestone S.r.l.,75.0,6,633,3,1092,Sports
ducati 90th anniversary,456780,Y,0,22,Mostly Positive,2016-06-09,207,Milestone S.r.l.,75.0,6,633,3,1092,Simulation
ducati 90th anniversary,456780,Y,0,22,Mostly Positive,2016-06-09,207,Milestone S.r.l.,75.0,6,633,3,1092,Racing
ducati 90th anniversary,456780,Y,0,22,Mostly Positive,2016-06-09,207,Milestone S.r.l.,75.0,6,633,3,1092,Cycling
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Multiplayer
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Funny
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Local Multiplayer
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Pixel Graphics
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Action
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,2D
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,4 Player Local
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Platformer
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Indie
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Fast-Paced
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Shooter
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Comedy
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Competitive
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Retro
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Local Co-Op
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Great Soundtrack
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Co-op
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Memes
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,Casual
duck game,312530,Y,0,18,Overwhelmingly Positive,2015-06-04,25234,CORPTRON GAMES CORP.,76.0,14,242,7,8611,1980s
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Souls-like
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Open World
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Dark Fantasy
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,RPG
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Difficult
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Action RPG
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Multiplayer
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Third Person
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Fantasy
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Singleplayer
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Online Co-Op
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Action
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Co-op
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Atmospheric
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Great Soundtrack
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,PvP
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Violent
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,3D
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Character Customization
elden ring,1245620,Y,0,42,Very Positive,2022-02-24,823410,"FromSoftware, Inc.",77.0,1700,3606,3900,8519,Family Friendly
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Souls-like
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Online Co-Op
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Multiplayer
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Roguelike
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Co-op
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Singleplayer
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,PvE
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Action
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Third Person
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Roguelite
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Action RPG
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Open World
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,RPG
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Dark
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Violent
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,3D
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Survival
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Lore-Rich
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Story Rich
elden ring nightreign,2622380,Y,32,37,Very Positive,2025-05-29,127379,"FromSoftware, Inc.",78.0,180,1786,192,4213,Dating Sim
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Bullet Hell
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Action Roguelike
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Roguelike
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Pixel Graphics
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Difficult
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Dungeon Crawler
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Indie
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Local Co-Op
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Multiplayer
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Twin Stick Shooter
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Co-op
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Action
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,2D
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Top-Down
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Shooter
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Singleplayer
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Roguelite
enter the gungeon,311690,Y,0,54,Overwhelmingly Positive,2016-04-05,78941,Devolver Digital,79.0,205,1444,181,10025,Loot
