Title,Steam_id,has_achievements,completed_achievements,total_achievements,English_rating,Date_published,Total_number_of_reviews,Publisher,keys,count_main,time_main,count_complete,time_complete,Genres
opus magnum,558990,Y,0,6,Overwhelmingly Positive,2017-12-07,5803,Zachtronics,159.0,75,947,24,2948,"['Puzzle', 'Programming', 'Automation', 'Indie', 'Simulation', 'Logic', 'Singleplayer', 'Steampunk', 'Great Soundtrack', 'Difficult', 'Building', '2D', 'Sandbox', 'Hex Grid', 'Casual']"
oxygen not included,457140,Y,1,51,Overwhelmingly Positive,2019-07-30,134010,Klei Entertainment,160.0,26,6577,3,29798,"['Colony Sim', 'Base Building', 'Survival', 'Resource Management', 'Building', 'Singleplayer', 'Management', '2D', 'Sandbox', 'Simulation', 'Strategy', 'Space', 'Indie', 'Sci-fi', 'Difficult', 'Exploration', 'Open World', 'Multiplayer', 'Adventure', 'Space Sim']"
pac-man championship edition 2,441380,Y,0,18,Mostly Positive,2016-09-13,564,BANDAI NAMCO Entertainment,161.0,25,287,9,1024,"['Casual', 'Arcade', 'Retro', 'Classic', 'Great Soundtrack', 'Singleplayer', 'Difficult', 'Fast-Paced', 'Score Attack', 'Action']"
paladins,444090,Y,17,58,Very Positive,2018-05-08,345423,Hi-Rez Studios,,,,,,"['Hero Shooter', 'Free to Play', 'Multiplayer', 'FPS', 'Shooter', 'Action', 'Team-Based', 'First-Person', 'PvP', 'MOBA', 'Online Co-Op', 'Fantasy', 'Controller', 'Strategy', 'Co-op', 'Character Customization', 'Massively Multiplayer', 'Colorful', 'Adventure', 'Funny']"
paper fire rookie,698790,Y,0,18,Positive,2018-09-19,30,Ultimerse,162.0,,,,,"['VR', 'Action', 'Adventure', 'Casual', 'Simulation', 'Indie', 'Funny', 'Comedy', 'Cartoon', 'First-Person', 'Colorful', '6DOF', 'Family Friendly', 'Arcade', 'Singleplayer', '3D', 'Satire', ""Shoot 'Em Up""]"
party hard,356570,Y,0,27,Very Positive,2015-08-25,9659,tinyBuild,163.0,160,386,83,916,"['Pixel Graphics', 'Stealth', 'Strategy', 'Violent', 'Indie', 'Villain Protagonist', 'Action', 'Gore', 'Great Soundtrack', 'Singleplayer', 'Dark Humor', '2D', 'Crime', 'Retro', 'Difficult', 'Top-Down', 'Funny', 'Horror', 'Story Rich', 'Comedy']"
pikuniku,572890,Y,0,14,Overwhelmingly Positive,2019-01-24,9841,Devolver Digital,164.0,361,193,102,421,"['Indie', 'Casual', 'Adventure', 'Puzzle', 'Multiplayer', 'Cute', 'Co-op', 'Funny', 'Action', '2D', 'Platformer', 'Family Friendly', 'Local Co-Op', 'Great Soundtrack', 'Comedy', 'Colorful', 'Puzzle Platformer', 'Singleplayer', 'Dystopian', 'Exploration']"
planet coaster,493340,Y,0,32,Very Positive,2016-11-17,59280,Frontier Developments,165.0,34,1685,39,5257,"['Simulation', 'Building', 'Management', 'Sandbox', 'Family Friendly', 'Relaxing', 'Strategy', 'Singleplayer', 'Economy', 'Realistic', 'Funny', 'Great Soundtrack', 'Atmospheric', 'Colorful', 'Third Person', 'City Builder', 'Casual', 'Multiplayer', '3D', 'God Game']"
poly bridge,367450,Y,0,22,Very Positive,2016-07-12,16791,Dry Cactus,166.0,8,657,22,2256,"['Building', 'Physics', 'Simulation', 'Puzzle', 'Singleplayer', 'Sandbox', 'Difficult', 'Indie', 'Family Friendly', 'Funny', 'Level Editor', 'Education', 'Great Soundtrack', 'Crafting', 'Cartoon', 'Colorful', 'Cute', 'Stylized', 'Strategy', 'Choices Matter']"
portal,400,Y,0,15,Overwhelmingly Positive,2007-10-10,171312,Valve,167.0,8100,194,1100,655,"['Puzzle', 'Puzzle Platformer', 'First-Person', '3D Platformer', 'Singleplayer', 'Sci-fi', 'Comedy', 'Female Protagonist', 'Physics', 'Funny', 'Action', 'Classic', 'Story Rich', 'Platformer', 'Science', 'Atmospheric', 'Dark Humor', 'Short', 'FPS', 'Adventure']"
portal 2,620,Y,0,51,Overwhelmingly Positive,2011-04-18,387087,Valve,168.0,5700,530,745,1444,"['Singleplayer', 'Platformer', 'Puzzle', 'First-Person', 'Dark Humor', 'Story Rich', 'Puzzle Platformer', 'Funny', 'Female Protagonist', '3D Platformer', 'Action-Adventure', 'Co-op', 'Action', 'FPS', 'Physics', 'Sci-fi', 'Level Editor', 'Science', 'Comedy', 'Atmospheric']"
psychonauts,3830,Y,0,37,Overwhelmingly Positive,2005-04-19,12128,Double Fine Productions,169.0,754,721,422,1332,"['Platformer', 'Comedy', 'Adventure', 'Singleplayer', 'Action', 'Funny', '3D Platformer', 'Third Person', 'Classic', 'Story Rich', 'Psychological', 'Great Soundtrack', 'Surreal', 'Cartoony', 'Collectathon', 'Exploration', 'Action-Adventure', '3D', 'Indie', 'Psychedelic']"
pyre,462770,Y,0,51,Very Positive,2017-07-25,8370,Supergiant Games,170.0,303,682,93,1317,"['Indie', 'RPG', 'Great Soundtrack', 'Story Rich', 'Action', 'Visual Novel', 'Atmospheric', 'Fantasy', 'Hand-drawn', 'Choices Matter', 'Singleplayer', 'Colorful', 'Adventure', 'Party-Based RPG', 'Local Multiplayer', 'Lore-Rich', 'Multiple Endings', 'Interactive Fiction', 'Stylized', 'Music']"
quest of dungeons,270050,Y,0,25,Mostly Positive,2014-03-25,478,David Amador,171.0,11,149,2,2394,"['Traditional Roguelike', 'Turn-Based Tactics', 'Dungeon Crawler', 'Casual', 'Exploration', 'Perma Death', 'Difficult', 'Turn-Based', 'Survival', 'Roguelike', 'RPG', '2D', 'Top-Down', 'Funny', 'Procedural Generation', 'Pixel Graphics', 'Assassins', 'Fantasy', 'Class-Based', 'Adventure']"
quiplash,351510,Y,0,10,Very Positive,2015-06-30,992,"Jackbox Games, Inc.",172.0,,,,,"['Casual', 'Multiplayer', 'Comedy', 'Indie', 'Strategy', 'Co-op', 'Local Multiplayer', 'Party Game', 'Family Friendly', 'Party', 'Funny', 'Board Game', 'Trivia']"
rebuild 3 gangs of deadsville,257170,Y,0,42,Very Positive,2015-05-29,1479,Northway Games,173.0,5,1855,1,2460,"['Colony Sim', 'Survival', '4X', 'Strategy', 'Post-apocalyptic', 'RPG', 'City Builder', 'Zombies', 'Choices Matter', 'Turn-Based Strategy', 'Base Building', 'Building', 'Sandbox', 'Management', 'Simulation', 'Story Rich', 'Outbreak Sim', 'Survival Horror', '2D', 'Real-Time with Pause']"
the red strings club,589780,Y,0,19,Very Positive,2018-01-22,12626,Devolver Digital,216.0,340,240,71,438,"['Cyberpunk', 'Pixel Graphics', 'Story Rich', 'Choices Matter', 'Great Soundtrack', 'Atmospheric', 'Indie', 'Adventure', 'LGBTQ+', 'Point & Click', 'Singleplayer', 'Visual Novel', 'Sci-fi', '2D', 'Nudity', 'Dystopian', 'Philosophical', 'Violent', 'Puzzle', 'Retro']"
regular human basketball,661940,Y,0,20,Very Positive,2018-08-01,221,Powerhoof,174.0,,,,,"['Mechs', 'Basketball', 'Funny', 'Party Game', 'Local Multiplayer', 'Multiplayer', 'Sports', 'Comedy', 'Indie', 'Local Co-Op', 'Online Co-Op', '4 Player Local', 'Competitive', 'Transhumanism', 'Controller', 'Action', 'Platformer', '2D Platformer', 'Split Screen', '2D']"
resident evil,304240,Y,0,44,Very Positive,2015-01-19,26634,"CAPCOM Co., Ltd.",,,,,,"['Survival Horror', 'Zombies', 'Horror', 'Classic', 'Remake', 'Atmospheric', 'Singleplayer', 'Puzzle', 'Survival', 'Adventure', 'Third Person', 'Action', 'Female Protagonist', 'Story Rich', 'Difficult', 'Gore', 'Shooter', 'Great Soundtrack', 'Third-Person Shooter', 'Co-op']"
resident evil 0,339340,Y,0,47,Mostly Positive,2016-01-19,13962,"CAPCOM Co., Ltd.",,,,,,"['Horror', 'Zombies', 'Survival Horror', 'Adventure', 'Classic', 'Action', 'Singleplayer', 'Remake', 'Third Person', 'Atmospheric', 'Survival', 'Female Protagonist', 'Puzzle', 'Story Rich', 'Difficult', 'Gore', 'Third-Person Shooter', 'Multiplayer', 'Great Soundtrack', 'Shooter']"
resident evil revelations,222480,Y,0,50,Mostly Positive,2013-05-20,11407,Capcom,177.0,1300,509,61,2463,"['Horror', 'Action', 'Zombies', 'Survival Horror', 'Third-Person Shooter', 'Adventure', 'Co-op', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Online Co-Op', 'Multiplayer', 'Survival', 'Atmospheric', 'Shooter', 'Gore', 'Sci-fi', 'Great Soundtrack', 'Story Rich', 'Controller']"
resident evil revelations 2,287290,Y,0,43,Mostly Positive,2015-02-24,25146,"CAPCOM Co., Ltd.",178.0,602,629,38,2223,"['Zombies', 'Horror', 'Multiplayer', 'Survival Horror', 'Action', 'Co-op', 'Adventure', 'Third-Person Shooter', 'Survival', 'Female Protagonist', 'Singleplayer', 'Local Co-Op', 'Gore', 'Third Person', 'Episodic', 'Atmospheric', 'Online Co-Op', 'Story Rich', 'Shooter', 'Action RPG']"
reventure,900270,Y,0,101,Very Positive,2019-06-04,8427,Pixelatto,179.0,44,396,155,763,"['Adventure', 'Indie', 'Pixel Graphics', 'Multiple Endings', 'Comedy', '2D', 'Platformer', 'Singleplayer', 'Dark Humor', 'Exploration', 'Choose Your Own Adventure', 'Nonlinear', 'Retro', 'Metroidvania', 'Violent', 'Puzzle Platformer', 'Choices Matter', 'Dark Comedy', 'Great Soundtrack', 'Mystery Dungeon']"
rise of industry,671440,Y,0,27,Mostly Positive,2019-05-02,3114,Kasedo Games,180.0,10,1203,4,3480,"['Management', 'Strategy', 'Economy', 'Simulation', 'City Builder', 'Resource Management', 'Indie', 'Base Building', 'Trading', 'Building', 'Singleplayer', 'Sandbox', 'Automation', 'Isometric', 'Capitalism', 'RTS', 'Transportation', 'Level Editor', 'Trains', 'Farming']"
rising dusk,848930,Y,0,20,Positive,2018-07-26,44,Studio Stobie,,,,,,"['Indie', 'Platformer', 'Puzzle Platformer', 'Female Protagonist', 'Pixel Graphics', 'Cute']"
risk of rain 2,632360,Y,0,171,Overwhelmingly Positive,2020-08-11,238141,Gearbox Publishing,181.0,280,691,160,9587,"['Third-Person Shooter', 'Action Roguelike', 'Multiplayer', 'Co-op', 'Roguelite', 'Roguelike', 'Action', 'Looter Shooter', 'Loot', 'Online Co-Op', 'Shooter', 'Great Soundtrack', 'Difficult', 'Indie', 'Third Person', 'Survival', 'Singleplayer', 'Soundtrack', 'Early Access', 'Bullet Hell']"
ronin,274230,Y,0,8,Mostly Positive,2015-06-30,1599,Devolver Digital,182.0,25,359,21,726,"['Indie', 'Action', 'Ninja', 'Turn-Based', 'Platformer', 'Stealth', '2D', 'Female Protagonist', 'Turn-Based Combat', 'Turn-Based Tactics', 'Singleplayer', 'Difficult', 'Cyberpunk', 'Great Soundtrack', 'Puzzle', 'Pixel Graphics']"
rpg maker xp,235900,N,,,Very Positive,2005-09-16,1171,Gotcha Gotcha Games,183.0,2,553,,,"['Game Development', 'RPG', 'Design & Illustration', 'Software', 'Anime', 'JRPG', 'Education', 'Utilities']"
sakura beach 2,407980,N,,,Mostly Positive,2015-11-06,252,Winged Cloud,184.0,18,135,24,200,"['Nudity', 'Anime', 'Visual Novel', 'Indie', 'Casual', 'Sexual Content', 'Dating Sim', 'Singleplayer', 'Hentai']"
sakura fantasy chapter 1,375200,N,,,Very Positive,2015-05-29,705,Winged Cloud,185.0,25,197,21,266,"['Nudity', 'Anime', 'Visual Novel', 'Female Protagonist', 'Indie', 'Fantasy', 'Sexual Content', 'Casual', 'Cute', 'Hentai', 'Singleplayer', 'LGBTQ+', 'Romance', 'Story Rich']"
salt,327860,Y,0,29,Mostly Positive,2018-02-06,1954,Lavaboots Studios,186.0,,,,,"['Open World Survival Craft', 'Open World', 'Survival', 'Adventure', 'Crafting', 'Exploration', 'Pirates', 'Multiplayer', 'Sandbox', 'First-Person', 'Singleplayer', 'Indie', 'RPG', 'Action', 'Sailing', 'Naval', 'Procedural Generation', 'Early Access', 'Atmospheric', 'Walking Simulator']"
satellite reign,268870,Y,0,40,Mostly Positive,2015-08-28,2598,5 Lives Studios,187.0,18,1293,7,2353,"['Cyberpunk', 'Strategy', 'Action', 'Sci-fi', 'Indie', 'Tactical', 'Real-Time', 'Stealth', 'Open World', 'Co-op', 'Isometric', 'Top-Down', 'Class-Based', 'Singleplayer', 'RPG', 'RTS', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Real Time Tactics']"
sekiro shadows die twice,814380,Y,16,34,Very Positive,2019-03-21,256300,Activision (Excluding Japan and Asia),188.0,1200,1831,1400,4313,"['Souls-like', 'Difficult', 'Action', 'Singleplayer', 'Ninja', 'Stealth', 'Adventure', 'Third Person', 'Open World', 'Story Rich', 'Assassins', 'Violent', 'Atmospheric', 'Hack and Slash', 'Dark Fantasy', 'RPG', 'Gore', 'Great Soundtrack', 'Rhythm', 'Dark']"
sengoku,73210,N,,,Mixed,2011-09-15,378,Paradox Interactive,189.0,2,1954,,,"['Strategy', 'Simulation', 'Grand Strategy', 'Historical', 'RPG', 'Medieval', 'Real-Time with Pause', 'Multiplayer', 'Singleplayer', 'Samurai']"
shovel knight specter of torment,589510,Y,1,20,Very Positive,2017-04-05,450,Yacht Club Games,190.0,247,275,64,483,"['Action', 'Indie', 'Adventure', 'Platformer', 'Pixel Graphics', '2D', 'Retro', 'Singleplayer', 'Great Soundtrack', 'Side Scroller', 'Metroidvania', 'Difficult']"
silent hill homecoming,19000,N,,,Mixed,2009-03-02,2592,KONAMI,191.0,148,579,26,1061,"['Horror', 'Adventure', 'Survival Horror', 'Psychological Horror', 'Gore', 'Third Person', 'Story Rich', 'Atmospheric', 'Violent', 'Singleplayer', 'Great Soundtrack', 'Dark', 'Survival', 'Action', 'Multiplayer', 'Third-Person Shooter', 'Lovecraftian', 'Controller', 'RPG', 'Puzzle']"
slay the spire,646570,Y,38,46,Overwhelmingly Positive,2019-01-23,189528,Mega Crit,192.0,737,797,182,11983,"['Roguelike Deckbuilder', 'Card Game', 'Card Battler', 'Roguelike', 'Deckbuilding', 'Turn-Based', 'Strategy', 'Singleplayer', 'Roguelite', 'Replay Value', 'Indie', 'Difficult', 'Dungeon Crawler', 'Mouse Only', 'RPG', '2D', 'Fantasy', 'Procedural Generation', 'Great Soundtrack', 'Casual']"
slay the spire 2,2868840,N,,,Very Positive,2026-03-05,172980,Mega Crit,193.0,52,669,12,6374,"['Roguelike', 'Card Game', 'Deckbuilding', 'Co-op', 'Strategy', 'Roguelike Deckbuilder', 'Political', 'Multiplayer', 'Turn-Based Combat', 'Card Battler', 'Indie', 'Difficult', 'Roguelite', 'Early Access', '2D', 'Singleplayer', 'Replay Value', 'Dungeon Crawler', 'Fantasy', 'Procedural Generation']"
sniper elite 3,238090,Y,0,77,Mostly Positive,2014-06-27,21302,Rebellion,,,,,,"['Sniper', 'Action', 'Stealth', 'Multiplayer', 'World War II', 'Co-op', 'Shooter', 'Adventure', 'Third-Person Shooter', 'Singleplayer', 'Tactical', 'War', 'Third Person', 'Gore', 'Online Co-Op', 'Open World', 'FPS', 'Strategy', 'Atmospheric', 'Simulation']"
spacechem,92800,Y,0,20,Overwhelmingly Positive,2011-03-02,2617,Zachtronics,195.0,17,2552,20,4358,"['Puzzle', 'Difficult', 'Programming', 'Indie', 'Logic', 'Singleplayer', 'Automation', 'Sci-fi', 'Great Soundtrack', 'Science', '2D', 'Space', 'Simulation', 'Casual', 'Education', 'Addictive', 'Strategy', 'Touch-Friendly', 'Building']"
speed brawl,468670,Y,0,59,Mostly Positive,2018-09-18,81,Double Stallion,196.0,5,452,1,360,"['Co-op', 'Female Protagonist', 'Online Co-Op', 'Spectacle fighter', 'Co-op Campaign', 'Local Co-Op', 'Fast-Paced', ""Beat 'em up"", 'Side Scroller', 'Local Multiplayer', 'Character Customization', 'Anime', 'Indie', 'Combat', 'Steampunk', 'Multiplayer', 'Fighting', '2D Platformer', 'Action', 'Singleplayer']"
splitgate,677620,Y,2,30,Very Positive,2019-05-24,110655,1047 Games,,,,,,"['Free to Play', 'FPS', 'Multiplayer', 'Arena Shooter', 'Shooter', 'Action', 'Fast-Paced', 'PvP', 'First-Person', 'Competitive', 'Sci-fi', 'Indie', 'Team-Based', 'eSports', 'Tactical', 'Strategy', 'Online Co-Op', 'Physics', 'Co-op', 'Violent']"
stealth inc 2,329380,Y,0,12,Mostly Positive,2015-04-30,122,Curve Games,,,,,,"['Indie', 'Action', 'Stealth', 'Platformer', 'Adventure', 'Puzzle', 'Puzzle Platformer', 'Singleplayer', 'Metroidvania', '2D', 'Side Scroller']"
stellaris,281990,Y,0,219,Very Positive,2016-05-09,138751,Paradox Interactive,198.0,59,2100,16,31708,"['Space', 'Strategy', 'Grand Strategy', 'Sci-fi', '4X', 'Exploration', 'Sandbox', 'Simulation', 'Multiplayer', 'Real-Time with Pause', 'Singleplayer', 'Moddable', 'Management', 'Diplomacy', 'Military', 'Futuristic', 'Replay Value', 'Great Soundtrack', 'Procedural Generation', 'Atmospheric']"
stick fight the game,674940,Y,0,28,Very Positive,2017-09-28,99724,Landfall,199.0,,,,,"['Multiplayer', 'Funny', 'Fighting', 'Local Multiplayer', 'Action', '2D Fighter', '4 Player Local', 'PvP', '2D', 'Physics', 'Casual', 'Online Co-Op', 'Local Co-Op', 'Indie', 'Shooter', 'Controller', 'Co-op', 'Split Screen', 'Great Soundtrack', 'Strategy']"
the stillness of the wind,828900,N,,,Mostly Positive,2019-02-07,1351,Fellow Traveller,217.0,52,194,12,230,"['Indie', 'Adventure', 'Atmospheric', 'Story Rich', 'Female Protagonist', 'Agriculture', 'Singleplayer', 'Beautiful', 'Point & Click', 'Simulation', 'Emotional', 'Casual', 'Psychological', 'Exploration', 'Great Soundtrack', 'Dystopian', 'Farming', 'Cozy', 'Psychological Horror']"
stonemachia,2982610,Y,8,30,Overwhelmingly Positive,2026-05-26,1004,Crossfall Games,200.0,4,607,1,1105,"['Souls-like', 'Hack and Slash', 'Atmospheric', 'Spectacle fighter', 'God Game', 'Mythology', 'Surreal', 'Medieval', 'Dark', 'Swordplay', '3D', 'Fantasy', 'Controller', 'Mystery Dungeon', 'Hidden Object', 'Action', 'Exploration', 'Adventure', 'Action-Adventure', 'Singleplayer']"
stories the path of destinies,439190,Y,0,37,Very Positive,2016-04-12,1932,Spearhead Games,201.0,198,324,105,1220,"['Adventure', 'RPG', 'Action', 'Choices Matter', 'Indie', 'Fantasy', 'Dynamic Narration', 'Hack and Slash', 'Multiple Endings', 'Action RPG', 'Singleplayer', 'Colorful', 'Swordplay', 'Great Soundtrack', 'Story Rich', 'Isometric', 'Funny', 'Foxes', 'Action-Adventure', 'Comedy']"
street fighter 30th anniversary collection,586200,Y,0,17,Mixed,2018-05-29,2276,"Capcom U.S.A, Inc.",202.0,18,430,7,1558,"['Fighting', '2D Fighter', 'Action', 'Arcade', 'Classic', 'Multiplayer', 'Retro', '2D', 'Local Multiplayer', 'Anime', 'Singleplayer', 'Pixel Graphics', 'Nudity', ""1990's"", '1980s', 'Horror']"
strider,235210,Y,0,30,Very Positive,2014-02-19,2157,Capcom,203.0,228,336,55,878,"['Platformer', 'Metroidvania', 'Action', 'Ninja', 'Side Scroller', 'Hack and Slash', 'Reboot', '2.5D', 'Arcade', 'Adventure', 'Retro', 'Classic', 'Remake', 'Singleplayer', 'Fast-Paced', 'Sci-fi', 'Controller', '2D', 'Anime', 'Cyberpunk']"
the suicide of rachel foster,1057750,Y,0,11,Mixed,2020-02-19,5270,Daedalic Entertainment,218.0,163,215,155,265,"['Walking Simulator', 'Mystery', 'Atmospheric', 'Adventure', 'Thriller', 'Exploration', 'Story Rich', 'Dark', 'Female Protagonist', 'Singleplayer', 'First-Person', 'Short', 'Psychological', 'Open World', 'Realistic', ""1990's"", 'Casual', 'Indie', 'Horror', 'Great Soundtrack']"
super hexagon,221640,Y,0,6,Overwhelmingly Positive,2012-11-27,18307,Terry Cavanagh,204.0,87,361,129,1158,"['Difficult', 'Great Soundtrack', 'Indie', 'Fast-Paced', 'Arcade', 'Addictive', 'Rhythm', 'Singleplayer', 'Minimalist', 'Action', 'Score Attack', 'Music', '2D', 'Psychedelic', 'Colorful', 'Casual', 'Replay Value', 'Controller', 'Puzzle', 'Soundtrack']"
super time force ultra,250700,Y,0,33,Very Positive,2014-08-25,678,Capybara Games,205.0,48,272,14,952,"['Side Scroller', 'Time Manipulation', 'Bullet Hell', '2D Platformer', 'Pixel Graphics', ""Shoot 'Em Up"", 'Puzzle Platformer', 'PvE', 'Difficult', 'Platformer', 'Shooter', 'Arcade', 'Action-Adventure', 'Strategy', '2D', 'Funny', 'Puzzle', 'Dinosaurs', 'Parody', 'Retro']"
superhot,322500,Y,0,26,Very Positive,2016-02-25,27612,SUPERHOT Team,206.0,2100,150,144,1200,"['Action', 'FPS', 'Bullet Time', 'Time Manipulation', 'Indie', 'Singleplayer', 'First-Person', 'Shooter', 'Puzzle', 'Minimalist', 'Short', 'Difficult', 'Cyberpunk', 'Fast-Paced', 'Violent', 'Sci-fi', 'Casual', 'Gore', 'Adventure', 'Story Rich']"
superhot mind control delete,690040,Y,0,14,Very Positive,2020-07-16,9193,SUPERHOT Team,207.0,116,444,193,905,"['FPS', 'Time Manipulation', 'Bullet Time', 'Action Roguelike', 'Shooter', 'Action', 'Difficult', 'Experimental', 'Minimalist', 'First-Person', 'Puzzle', 'Stylized', 'Dystopian', 'Atmospheric', 'Cyberpunk', 'Beautiful', 'Singleplayer', 'Transhumanism', 'Cinematic', 'Old School']"
sven co-op,225840,N,,,Very Positive,1999-01-19,32361,Sven Co-op team,,,,,,"['Co-op', 'FPS', 'Online Co-Op', 'Shooter', ""1990's"", ""Shoot 'Em Up"", 'Retro', 'Team-Based', 'Casual', 'Free to Play', 'PvE', 'First-Person', '3D', 'Third Person', 'Action', 'Dialogue Heavy', 'Puzzle', 'Survival', 'Moddable', 'Multiplayer']"
the swindle,369110,Y,0,15,Mixed,2015-07-28,501,Size Five Games,219.0,9,612,,,"['Crime', 'Indie', 'Action', 'Stealth', 'Heist', 'Steampunk', 'RPG', 'Platformer', 'Action Roguelike', '2D', 'Roguelike', 'Procedural Generation', 'Roguelite', 'Great Soundtrack', 'Cyberpunk']"
terraria,105600,Y,114,137,Overwhelmingly Positive,2011-05-16,1224771,Re-Logic,208.0,702,3209,675,13916,"['Open World Survival Craft', 'Sandbox', 'Survival', '2D', 'Multiplayer', 'Pixel Graphics', 'Adventure', 'Crafting', 'Building', 'Exploration', 'Co-op', 'Open World', 'Indie', 'Online Co-Op', 'Action', 'RPG', 'Singleplayer', 'Replay Value', 'Platformer', 'Atmospheric']"
territory idle,1017100,Y,6,100,Mostly Positive,2019-09-10,1709,Aleksandr Golovkin,,,,,,"['Incremental', 'Idler', 'Free to Play', 'Strategy', 'Indie', 'Singleplayer', 'Retro', 'Pixel Graphics', 'Early Access', '2D']"
thief,239160,Y,0,37,Mixed,2014-02-27,17285,Eidos Interactive Corp.,222.0,390,685,78,2817,"['Stealth', 'Action', 'First-Person', 'Adventure', 'Singleplayer', 'Dark', 'Reboot', 'Steampunk', 'Atmospheric', 'Horror', 'Parkour', 'Assassins', 'Open World', 'Heist', 'Medieval', 'Nudity', 'RPG', 'Fantasy', 'FPS', 'Remake']"
think of the children,573600,Y,0,27,Mixed,2017-10-19,104,Surprise Attack,,,,,,"['Action', '4 Player Local', 'Co-op', 'Local Co-Op', 'Multiplayer', 'Local Multiplayer', 'Funny', 'Indie', 'Adventure', 'Fast-Paced', 'Difficult']"
this is the police,443810,Y,0,10,Mostly Positive,2016-08-02,9083,THQ Nordic,224.0,94,1192,25,2088,"['Strategy', 'Management', 'Story Rich', 'Crime', 'Choices Matter', 'Singleplayer', 'Indie', 'Simulation', 'Detective', 'Noir', 'Atmospheric', 'Adventure', 'Great Soundtrack', 'Political', 'Villain Protagonist', 'Visual Novel', 'Memes', 'Nudity', 'Sexual Content', 'Politics']"
this is the police 2,785740,Y,0,12,Mixed,2018-07-31,5297,THQ Nordic,225.0,20,1253,17,1849,"['Strategy', 'Story Rich', 'Singleplayer', 'Turn-Based', 'Management', 'Indie', 'Adventure', 'Villain Protagonist', 'Crime', 'Choices Matter', 'Atmospheric', 'Simulation', 'Great Soundtrack', 'Turn-Based Strategy', 'Turn-Based Tactics', 'Detective', 'Noir', 'Tactical', 'Turn-Based Combat']"
tilt brush,327140,N,,,Very Positive,2016-04-05,1206,Google,,,,,,"['Design & Illustration', 'VR', 'Free to Play', 'Hand-drawn', 'Casual', 'Singleplayer']"
tmodloader,1281930,N,,,Overwhelmingly Positive,2020-05-16,374109,Re-Logic,,,,,,"['Adventure', 'Free to Play', 'Action', 'Indie', 'RPG', 'Mod', 'Sandbox', 'Moddable', 'Multiplayer', '2D', 'Pixel Graphics', 'Building', 'Survival', 'Online Co-Op', 'Singleplayer', 'Great Soundtrack', 'Replay Value', 'Co-op', 'Difficult', 'Open World Survival Craft']"
tom clancy's rainbow six siege,359550,Y,0,48,Very Positive,2015-12-01,1530738,Ubisoft,226.0,108,218,79,17298,"['FPS', 'PvP', 'Multiplayer', 'Shooter', 'Tactical', 'eSports', 'Competitive', 'Online Co-Op', 'Action', 'Hero Shooter', 'Team-Based', 'Military', 'Strategy', 'First-Person', 'Co-op', 'Realistic', 'Destruction', 'War', 'Difficult', '3D']"
total war shogun 2,34330,Y,1,106,Very Positive,,37304,SEGA,227.0,87,1798,13,12977,"['Strategy', 'Historical', 'Turn-Based Strategy', 'RTS', 'Grand Strategy', 'Tactical', 'Singleplayer', 'Multiplayer', 'Samurai', 'Real Time Tactics', 'Military', 'Diplomacy', 'Ninja', 'Co-op', 'Turn-Based', 'Medieval', 'Great Soundtrack', 'Moddable', 'Turn-Based Tactics', 'Action']"
tower of guns,266110,Y,0,17,Very Positive,2014-03-04,524,Terrible Posture Games,228.0,35,162,21,842,"['Boomer Shooter', 'Replay Value', 'Bullet Heaven', 'Comic Book', 'First-Person', 'Action', 'Shooter', 'Indie', 'Fast-Paced', 'Stylized', 'Difficult', 'FPS', 'Singleplayer', 'Action Roguelike', 'Roguelite', 'Procedural Generation', 'Roguelike', 'Sci-fi', 'Perma Death', 'Comedy']"
tropico 4,57690,Y,0,70,Very Positive,2011-09-01,8187,Kalypso Media Digital,229.0,67,2458,42,6619,"['City Builder', 'Simulation', 'Strategy', 'Management', 'Comedy', 'Sandbox', 'Singleplayer', 'Great Soundtrack', 'Economy', 'Real-Time with Pause', 'Politics', 'Building', 'Resource Management', 'Political', 'Funny', 'Cold War', 'RTS', 'Atmospheric', 'Capitalism', 'God Game']"
ultimate custom night,871720,N,,,Very Positive,2018-06-27,62474,Scott Cawthon,,,,,,"['Free to Play', 'Horror', 'Singleplayer', 'Difficult', 'Survival Horror', 'Robots', 'Strategy', 'First-Person', 'Survival', 'Dark', 'Indie', 'Point & Click', 'Action', 'Psychological Horror', 'Atmospheric', 'Story Rich', 'Memes', 'Funny', 'Simulation', 'Character Customization']"
umiro,727760,Y,0,8,Mostly Positive,2018-03-28,165,Devolver Digital,230.0,3,359,8,310,"['Adventure', 'Indie', 'Strategy', 'Puzzle', 'Singleplayer', 'Colorful']"
undercroft warriors,2547140,Y,0,8,8 user reviews,2024-08-09,8,Fuzzy,,,,,,"[""Shoot 'Em Up"", 'Top-Down Shooter', 'Twin Stick Shooter', 'Bullet Hell', 'Difficult', 'Shooter', 'Arcade', '2D', 'Top-Down', 'Controller', 'Action', 'Pixel Graphics', 'Stylized', 'Score Attack', 'Old School', 'Retro', 'Combat', 'Indie', 'Singleplayer', 'Fast-Paced']"
